id,sex,emo,filename
68,m,col,NP_m_68_col03b.wav
68,m,col,NP_m_68_col04b.wav
68,m,col,NP_m_68_col05b.wav
68,m,col,NP_m_68_col05c.wav
68,m,col,NP_m_68_col06b.wav
68,m,col,NP_m_68_col07b.wav
68,m,col,NP_m_68_col08b.wav
68,m,col,NP_m_68_col09b.wav
68,m,col,NP_m_68_col10b.wav
68,m,col,NP_m_68_col11b.wav
68,m,dis,NP_m_68_dis01b.wav
68,m,dis,NP_m_68_dis01c.wav
68,m,dis,NP_m_68_dis02b.wav
68,m,dis,NP_m_68_dis02c.wav
68,m,dis,NP_m_68_dis03b.wav
68,m,dis,NP_m_68_dis03c.wav
68,m,dis,NP_m_68_dis04b.wav
68,m,dis,NP_m_68_dis05b.wav
68,m,dis,NP_m_68_dis05c.wav
68,m,dis,NP_m_68_dis06b.wav
68,m,dis,NP_m_68_dis07b.wav
68,m,dis,NP_m_68_dis08b.wav
68,m,dis,NP_m_68_dis09b.wav
68,m,dis,NP_m_68_dis10b.wav
68,m,gio,NP_m_68_gio00a.wav
68,m,gio,NP_m_68_gio01b.wav
68,m,gio,NP_m_68_gio01c.wav
68,m,gio,NP_m_68_gio02b.wav
68,m,gio,NP_m_68_gio03b.wav
68,m,gio,NP_m_68_gio04b.wav
68,m,gio,NP_m_68_gio04c.wav
68,m,gio,NP_m_68_gio05b.wav
68,m,gio,NP_m_68_gio06b.wav
68,m,gio,NP_m_68_gio07b.wav
68,m,gio,NP_m_68_gio12b.wav
68,m,gio,NP_m_68_gio15b.wav
68,m,gio,NP_m_68_gio16b.wav
68,m,pau,NP_m_68_pau00a.wav
68,m,pau,NP_m_68_pau01b.wav
68,m,pau,NP_m_68_pau02b.wav
68,m,pau,NP_m_68_pau03b.wav
68,m,pau,NP_m_68_pau03c.wav
68,m,pau,NP_m_68_pau04b.wav
68,m,pau,NP_m_68_pau05b.wav
68,m,pau,NP_m_68_pau06b.wav
68,m,pau,NP_m_68_pau07b.wav
68,m,pau,NP_m_68_pau08b.wav
68,m,pau,NP_m_68_pau09b.wav
68,m,pau,NP_m_68_pau10b.wav
68,m,pau,NP_m_68_pau13b.wav
68,m,rab,NP_m_68_rab01b.wav
68,m,rab,NP_m_68_rab02b.wav
68,m,rab,NP_m_68_rab02c.wav
68,m,rab,NP_m_68_rab03c.wav
68,m,rab,NP_m_68_rab04b.wav
68,m,rab,NP_m_68_rab04c.wav
68,m,rab,NP_m_68_rab05b.wav
68,m,rab,NP_m_68_rab06b.wav
68,m,rab,NP_m_68_rab07b.wav
68,m,rab,NP_m_68_rab08b.wav
68,m,rab,NP_m_68_rab09b.wav
68,m,rab,NP_m_68_rab11b.wav
68,m,rab,NP_m_68_rab13b.wav
68,m,sor,NP_m_68_sor01b.wav
68,m,sor,NP_m_68_sor02b.wav
68,m,sor,NP_m_68_sor03b.wav
68,m,sor,NP_m_68_sor04b.wav
68,m,sor,NP_m_68_sor06b.wav
68,m,sor,NP_m_68_sor08b.wav
68,m,sor,NP_m_68_sor11b.wav
68,m,sor,NP_m_68_sor12b.wav
68,m,sor,NP_m_68_sor13b.wav
68,m,tri,NP_m_68_tri01b.wav
68,m,tri,NP_m_68_tri01c.wav
68,m,tri,NP_m_68_tri02b.wav
68,m,tri,NP_m_68_tri03b.wav
68,m,tri,NP_m_68_tri04b.wav
68,m,tri,NP_m_68_tri05b.wav
68,m,tri,NP_m_68_tri06b.wav
68,m,tri,NP_m_68_tri07b.wav
68,m,tri,NP_m_68_tri08b.wav
68,m,tri,NP_m_68_tri09b.wav
68,m,tri,NP_m_68_tri10b.wav
68,m,tri,NP_m_68_tri11b.wav
68,m,tri,NP_m_68_tri12b.wav
68,m,tri,NP_m_68_tri13b.wav
68,m,tri,NP_m_68_tri14b.wav
68,m,tri,NP_m_68_tri15b.wav
68,m,tri,NP_m_68_tri16b.wav
68,m,tri,NP_m_68_tri17b.wav
68,m,tri,NP_m_68_tri18b.wav
68,m,tri,NP_m_68_tri19b.wav
68,m,col,PR_m_68_col00a.wav
68,m,col,PR_m_68_col01c.wav
68,m,col,PR_m_68_col02c.wav
68,m,col,PR_m_68_col03c.wav
68,m,col,PR_m_68_col04c.wav
68,m,col,PR_m_68_col12b.wav
68,m,col,PR_m_68_col13b.wav
68,m,dis,PR_m_68_dis04c.wav
68,m,gio,PR_m_68_gio02c.wav
68,m,gio,PR_m_68_gio03c.wav
68,m,gio,PR_m_68_gio11b.wav
68,m,gio,PR_m_68_gio17b.wav
68,m,gio,PR_m_68_gio18b.wav
68,m,gio,PR_m_68_gio20b.wav
68,m,pau,PR_m_68_pau01c.wav
68,m,pau,PR_m_68_pau02c.wav
68,m,pau,PR_m_68_pau12b.wav
68,m,pau,PR_m_68_pau14b.wav
68,m,pau,PR_m_68_pau15b.wav
68,m,rab,PR_m_68_rab00a.wav
68,m,rab,PR_m_68_rab01c.wav
68,m,rab,PR_m_68_rab10b.wav
68,m,rab,PR_m_68_rab14b.wav
68,m,rab,PR_m_68_rab15b.wav
68,m,rab,PR_m_68_rab16b.wav
68,m,rab,PR_m_68_rab17b.wav
68,m,rab,PR_m_68_rab18b.wav
68,m,rab,PR_m_68_rab19b.wav
68,m,rab,PR_m_68_rab20b.wav
68,m,sor,PR_m_68_sor00a.wav
68,m,sor,PR_m_68_sor01c.wav
68,m,sor,PR_m_68_sor02c.wav
68,m,sor,PR_m_68_sor05b.wav
68,m,sor,PR_m_68_sor07b.wav
68,m,sor,PR_m_68_sor09b.wav
68,m,sor,PR_m_68_sor10b.wav
68,m,tri,PR_m_68_tri00a.wav
68,m,tri,PR_m_68_tri02c.wav
68,m,tri,PR_m_68_tri03c.wav
68,m,tri,PR_m_68_tri04c.wav
65,m,col,NP_m_65_col00a.wav
65,m,col,NP_m_65_col01b.wav
65,m,col,NP_m_65_col01c.wav
65,m,col,NP_m_65_col02b.wav
65,m,col,NP_m_65_col02c.wav
65,m,col,NP_m_65_col03b.wav
65,m,col,NP_m_65_col03c.wav
65,m,col,NP_m_65_col04b.wav
65,m,col,NP_m_65_col05b.wav
65,m,col,NP_m_65_col06b.wav
65,m,col,NP_m_65_col07b.wav
65,m,col,NP_m_65_col08b.wav
65,m,col,NP_m_65_col09b.wav
65,m,col,NP_m_65_col10b.wav
65,m,col,NP_m_65_col11b.wav
65,m,col,NP_m_65_col12b.wav
65,m,col,NP_m_65_col13b.wav
65,m,dis,NP_m_65_dis00a.wav
65,m,dis,NP_m_65_dis01b.wav
65,m,dis,NP_m_65_dis02b.wav
65,m,dis,NP_m_65_dis02c.wav
65,m,dis,NP_m_65_dis03b.wav
65,m,dis,NP_m_65_dis04b.wav
65,m,dis,NP_m_65_dis05b.wav
65,m,dis,NP_m_65_dis06b.wav
65,m,dis,NP_m_65_dis07b.wav
65,m,dis,NP_m_65_dis08b.wav
65,m,dis,NP_m_65_dis09b.wav
65,m,dis,NP_m_65_dis10b.wav
65,m,dis,NP_m_65_dis11b.wav
65,m,dis,NP_m_65_dis12b.wav
65,m,dis,NP_m_65_dis16b.wav
65,m,dis,NP_m_65_dis18b.wav
65,m,dis,NP_m_65_dis19b.wav
65,m,dis,NP_m_65_dis20b.wav
65,m,dis,NP_m_65_dis21b.wav
65,m,dis,NP_m_65_dis22b.wav
65,m,dis,NP_m_65_dis23b.wav
65,m,gio,NP_m_65_gio00a.wav
65,m,gio,NP_m_65_gio01b.wav
65,m,gio,NP_m_65_gio01c.wav
65,m,gio,NP_m_65_gio02b.wav
65,m,gio,NP_m_65_gio02c.wav
65,m,gio,NP_m_65_gio03b.wav
65,m,gio,NP_m_65_gio03c.wav
65,m,gio,NP_m_65_gio04b.wav
65,m,gio,NP_m_65_gio04c.wav
65,m,gio,NP_m_65_gio05b.wav
65,m,gio,NP_m_65_gio06b.wav
65,m,gio,NP_m_65_gio06c.wav
65,m,gio,NP_m_65_gio07b.wav
65,m,gio,NP_m_65_gio08b.wav
65,m,gio,NP_m_65_gio11b.wav
65,m,gio,NP_m_65_gio12b.wav
65,m,gio,NP_m_65_gio14b.wav
65,m,gio,NP_m_65_gio15b.wav
65,m,gio,NP_m_65_gio16b.wav
65,m,gio,NP_m_65_gio17b.wav
65,m,gio,NP_m_65_gio18b.wav
65,m,gio,NP_m_65_gio20b.wav
65,m,pau,NP_m_65_pau00a.wav
65,m,pau,NP_m_65_pau01b.wav
65,m,pau,NP_m_65_pau02b.wav
65,m,pau,NP_m_65_pau02c.wav
65,m,pau,NP_m_65_pau03b.wav
65,m,pau,NP_m_65_pau04b.wav
65,m,pau,NP_m_65_pau05b.wav
65,m,pau,NP_m_65_pau07b.wav
65,m,pau,NP_m_65_pau08b.wav
65,m,pau,NP_m_65_pau09b.wav
65,m,pau,NP_m_65_pau10b.wav
65,m,pau,NP_m_65_pau11b.wav
65,m,pau,NP_m_65_pau12b.wav
65,m,pau,NP_m_65_pau13b.wav
65,m,pau,NP_m_65_pau14b.wav
65,m,pau,NP_m_65_pau15b.wav
65,m,rab,NP_m_65_rab00a.wav
65,m,rab,NP_m_65_rab01b.wav
65,m,rab,NP_m_65_rab01c.wav
65,m,rab,NP_m_65_rab02b.wav
65,m,rab,NP_m_65_rab02c.wav
65,m,rab,NP_m_65_rab03b.wav
65,m,rab,NP_m_65_rab04b.wav
65,m,rab,NP_m_65_rab05b.wav
65,m,rab,NP_m_65_rab06b.wav
65,m,rab,NP_m_65_rab07b.wav
65,m,rab,NP_m_65_rab08b.wav
65,m,rab,NP_m_65_rab09b.wav
65,m,rab,NP_m_65_rab10b.wav
65,m,rab,NP_m_65_rab11b.wav
65,m,rab,NP_m_65_rab12b.wav
65,m,rab,NP_m_65_rab13b.wav
65,m,rab,NP_m_65_rab14b.wav
65,m,rab,NP_m_65_rab15b.wav
65,m,rab,NP_m_65_rab16b.wav
65,m,rab,NP_m_65_rab17b.wav
65,m,rab,NP_m_65_rab18b.wav
65,m,rab,NP_m_65_rab19b.wav
65,m,rab,NP_m_65_rab20b.wav
65,m,sor,NP_m_65_sor00a.wav
65,m,sor,NP_m_65_sor01b.wav
65,m,sor,NP_m_65_sor01c.wav
65,m,sor,NP_m_65_sor02b.wav
65,m,sor,NP_m_65_sor03b.wav
65,m,sor,NP_m_65_sor04b.wav
65,m,sor,NP_m_65_sor05b.wav
65,m,sor,NP_m_65_sor06b.wav
65,m,sor,NP_m_65_sor07b.wav
65,m,sor,NP_m_65_sor08b.wav
65,m,sor,NP_m_65_sor09b.wav
65,m,sor,NP_m_65_sor10b.wav
65,m,sor,NP_m_65_sor11b.wav
65,m,sor,NP_m_65_sor12b.wav
65,m,sor,NP_m_65_sor13b.wav
65,m,tri,NP_m_65_tri00a.wav
65,m,tri,NP_m_65_tri01b.wav
65,m,tri,NP_m_65_tri01c.wav
65,m,tri,NP_m_65_tri02b.wav
65,m,tri,NP_m_65_tri03b.wav
65,m,tri,NP_m_65_tri04b.wav
65,m,tri,NP_m_65_tri05b.wav
65,m,tri,NP_m_65_tri06b.wav
65,m,tri,NP_m_65_tri07b.wav
65,m,tri,NP_m_65_tri08b.wav
65,m,tri,NP_m_65_tri09b.wav
65,m,tri,NP_m_65_tri10b.wav
65,m,tri,NP_m_65_tri11b.wav
65,m,tri,NP_m_65_tri12b.wav
65,m,tri,NP_m_65_tri13b.wav
65,m,tri,NP_m_65_tri14b.wav
65,m,tri,NP_m_65_tri15b.wav
65,m,tri,NP_m_65_tri16b.wav
65,m,tri,NP_m_65_tri17b.wav
65,m,tri,NP_m_65_tri18b.wav
65,m,tri,NP_m_65_tri19b.wav
65,m,dis,PR_m_65_dis01c.wav
65,m,gio,PR_m_65_gio05c.wav
65,m,pau,PR_m_65_pau01c.wav
65,m,tri,PR_m_65_tri02c.wav
65,m,tri,PR_m_65_tri03c.wav
20,m,col,NP_m_20_col00a.wav
20,m,col,NP_m_20_col01b.wav
20,m,col,NP_m_20_col02b.wav
20,m,col,NP_m_20_col03b.wav
20,m,col,NP_m_20_col04b.wav
20,m,col,NP_m_20_col05b.wav
20,m,col,NP_m_20_col06b.wav
20,m,col,NP_m_20_col07b.wav
20,m,col,NP_m_20_col08b.wav
20,m,col,NP_m_20_col09b.wav
20,m,col,NP_m_20_col10b.wav
20,m,col,NP_m_20_col11b.wav
20,m,col,NP_m_20_col12b.wav
20,m,col,NP_m_20_col13b.wav
20,m,dis,NP_m_20_dis00a.wav
20,m,dis,NP_m_20_dis01b.wav
20,m,dis,NP_m_20_dis02b.wav
20,m,dis,NP_m_20_dis03b.wav
20,m,dis,NP_m_20_dis04b.wav
20,m,dis,NP_m_20_dis05b.wav
20,m,dis,NP_m_20_dis06b.wav
20,m,dis,NP_m_20_dis07b.wav
20,m,dis,NP_m_20_dis08b.wav
20,m,dis,NP_m_20_dis09b.wav
20,m,dis,NP_m_20_dis10b.wav
20,m,dis,NP_m_20_dis11b.wav
20,m,dis,NP_m_20_dis12b.wav
20,m,dis,NP_m_20_dis13b.wav
20,m,dis,NP_m_20_dis14b.wav
20,m,dis,NP_m_20_dis15b.wav
20,m,dis,NP_m_20_dis16b.wav
20,m,dis,NP_m_20_dis19b.wav
20,m,dis,NP_m_20_dis20b.wav
20,m,dis,NP_m_20_dis21b.wav
20,m,dis,NP_m_20_dis23b.wav
20,m,pau,NP_m_20_pau00a.wav
20,m,pau,NP_m_20_pau01b.wav
20,m,pau,NP_m_20_pau02b.wav
20,m,pau,NP_m_20_pau03b.wav
20,m,pau,NP_m_20_pau04b.wav
20,m,pau,NP_m_20_pau05b.wav
20,m,pau,NP_m_20_pau06b.wav
20,m,pau,NP_m_20_pau07b.wav
20,m,pau,NP_m_20_pau08b.wav
20,m,pau,NP_m_20_pau09b.wav
20,m,pau,NP_m_20_pau10b.wav
20,m,pau,NP_m_20_pau13b.wav
20,m,pau,NP_m_20_pau14b.wav
20,m,pau,NP_m_20_pau15b.wav
20,m,rab,NP_m_20_rab00a.wav
20,m,rab,NP_m_20_rab01b.wav
20,m,rab,NP_m_20_rab02b.wav
20,m,rab,NP_m_20_rab04b.wav
20,m,rab,NP_m_20_rab05b.wav
20,m,rab,NP_m_20_rab06b.wav
20,m,rab,NP_m_20_rab07b.wav
20,m,rab,NP_m_20_rab08b.wav
20,m,rab,NP_m_20_rab09b.wav
20,m,rab,NP_m_20_rab10b.wav
20,m,rab,NP_m_20_rab11b.wav
20,m,rab,NP_m_20_rab12b.wav
20,m,rab,NP_m_20_rab13b.wav
20,m,rab,NP_m_20_rab14b.wav
20,m,rab,NP_m_20_rab15b.wav
20,m,rab,NP_m_20_rab16b.wav
20,m,rab,NP_m_20_rab17b.wav
20,m,rab,NP_m_20_rab18b.wav
20,m,rab,NP_m_20_rab19b.wav
20,m,rab,NP_m_20_rab20b.wav
20,m,sor,NP_m_20_sor00a.wav
20,m,sor,NP_m_20_sor02b.wav
20,m,sor,NP_m_20_sor03b.wav
20,m,sor,NP_m_20_sor05b.wav
20,m,sor,NP_m_20_sor06b.wav
20,m,sor,NP_m_20_sor07b.wav
20,m,sor,NP_m_20_sor08b.wav
20,m,sor,NP_m_20_sor09b.wav
20,m,sor,NP_m_20_sor10b.wav
20,m,sor,NP_m_20_sor11b.wav
20,m,sor,NP_m_20_sor12b.wav
20,m,sor,NP_m_20_sor13b.wav
20,m,tri,NP_m_20_tri00a.wav
20,m,tri,NP_m_20_tri01b.wav
20,m,tri,NP_m_20_tri02b.wav
20,m,tri,NP_m_20_tri03b.wav
20,m,tri,NP_m_20_tri04b.wav
20,m,tri,NP_m_20_tri05b.wav
20,m,tri,NP_m_20_tri06b.wav
20,m,tri,NP_m_20_tri07b.wav
20,m,tri,NP_m_20_tri08b.wav
20,m,tri,NP_m_20_tri09b.wav
20,m,tri,NP_m_20_tri10b.wav
20,m,tri,NP_m_20_tri11b.wav
20,m,tri,NP_m_20_tri12b.wav
20,m,tri,NP_m_20_tri13b.wav
20,m,tri,NP_m_20_tri14b.wav
20,m,tri,NP_m_20_tri15b.wav
20,m,tri,NP_m_20_tri16b.wav
20,m,tri,NP_m_20_tri17b.wav
20,m,tri,NP_m_20_tri18b.wav
23,m,col,NP_m_23_col01b.wav
23,m,col,NP_m_23_col02b.wav
23,m,col,NP_m_23_col03b.wav
23,m,col,NP_m_23_col04b.wav
23,m,col,NP_m_23_col05b.wav
23,m,col,NP_m_23_col06b.wav
23,m,col,NP_m_23_col07b.wav
23,m,col,NP_m_23_col08b.wav
23,m,col,NP_m_23_col09b.wav
23,m,col,NP_m_23_col10b.wav
23,m,col,NP_m_23_col11b.wav
23,m,dis,NP_m_23_dis00a.wav
23,m,dis,NP_m_23_dis01b.wav
23,m,dis,NP_m_23_dis02b.wav
23,m,dis,NP_m_23_dis03b.wav
23,m,dis,NP_m_23_dis04b.wav
23,m,dis,NP_m_23_dis05b.wav
23,m,dis,NP_m_23_dis06b.wav
23,m,dis,NP_m_23_dis07b.wav
23,m,dis,NP_m_23_dis08b.wav
23,m,dis,NP_m_23_dis09b.wav
23,m,dis,NP_m_23_dis10b.wav
23,m,dis,NP_m_23_dis11b.wav
23,m,dis,NP_m_23_dis12b.wav
23,m,dis,NP_m_23_dis13b.wav
23,m,dis,NP_m_23_dis14b.wav
23,m,dis,NP_m_23_dis15b.wav
23,m,dis,NP_m_23_dis16b.wav
23,m,dis,NP_m_23_dis17b.wav
23,m,dis,NP_m_23_dis19b.wav
23,m,dis,NP_m_23_dis20b.wav
23,m,dis,NP_m_23_dis21b.wav
23,m,dis,NP_m_23_dis23b.wav
23,m,gio,NP_m_23_gio00a.wav
23,m,gio,NP_m_23_gio01b.wav
23,m,gio,NP_m_23_gio02b.wav
23,m,gio,NP_m_23_gio03b.wav
23,m,gio,NP_m_23_gio04b.wav
23,m,gio,NP_m_23_gio05b.wav
23,m,gio,NP_m_23_gio06b.wav
23,m,gio,NP_m_23_gio07b.wav
23,m,gio,NP_m_23_gio08b.wav
23,m,gio,NP_m_23_gio09b.wav
23,m,gio,NP_m_23_gio10b.wav
23,m,gio,NP_m_23_gio11b.wav
23,m,gio,NP_m_23_gio12b.wav
23,m,gio,NP_m_23_gio14b.wav
23,m,gio,NP_m_23_gio15b.wav
23,m,gio,NP_m_23_gio16b.wav
23,m,gio,NP_m_23_gio20b.wav
23,m,pau,NP_m_23_pau01b.wav
23,m,pau,NP_m_23_pau02b.wav
23,m,pau,NP_m_23_pau03b.wav
23,m,pau,NP_m_23_pau04b.wav
23,m,pau,NP_m_23_pau05b.wav
23,m,pau,NP_m_23_pau06b.wav
23,m,pau,NP_m_23_pau07b.wav
23,m,pau,NP_m_23_pau08b.wav
23,m,pau,NP_m_23_pau09b.wav
23,m,pau,NP_m_23_pau10b.wav
23,m,pau,NP_m_23_pau11b.wav
23,m,rab,NP_m_23_rab01b.wav
23,m,rab,NP_m_23_rab02b.wav
23,m,rab,NP_m_23_rab03b.wav
23,m,rab,NP_m_23_rab04b.wav
23,m,rab,NP_m_23_rab05b.wav
23,m,rab,NP_m_23_rab06b.wav
23,m,rab,NP_m_23_rab07b.wav
23,m,rab,NP_m_23_rab08b.wav
23,m,rab,NP_m_23_rab09b.wav
23,m,rab,NP_m_23_rab11b.wav
23,m,rab,NP_m_23_rab12b.wav
23,m,rab,NP_m_23_rab13b.wav
23,m,rab,NP_m_23_rab17b.wav
23,m,rab,NP_m_23_rab18b.wav
23,m,rab,NP_m_23_rab19b.wav
23,m,rab,NP_m_23_rab20b.wav
23,m,sor,NP_m_23_sor01b.wav
23,m,sor,NP_m_23_sor02b.wav
23,m,sor,NP_m_23_sor03b.wav
23,m,sor,NP_m_23_sor04b.wav
23,m,sor,NP_m_23_sor13b.wav
23,m,tri,NP_m_23_tri19b.wav
23,m,col,PR_m_23_col00a.wav
23,m,col,PR_m_23_col12b.wav
23,m,col,PR_m_23_col13b.wav
23,m,gio,PR_m_23_gio17b.wav
23,m,gio,PR_m_23_gio18b.wav
23,m,pau,PR_m_23_pau00a.wav
23,m,pau,PR_m_23_pau12b.wav
23,m,pau,PR_m_23_pau13b.wav
23,m,pau,PR_m_23_pau14b.wav
23,m,pau,PR_m_23_pau15b.wav
23,m,rab,PR_m_23_rab00a.wav
23,m,rab,PR_m_23_rab10b.wav
23,m,rab,PR_m_23_rab14b.wav
23,m,rab,PR_m_23_rab15b.wav
23,m,rab,PR_m_23_rab16b.wav
23,m,sor,PR_m_23_sor00a.wav
23,m,sor,PR_m_23_sor05b.wav
23,m,sor,PR_m_23_sor06b.wav
23,m,sor,PR_m_23_sor07b.wav
23,m,sor,PR_m_23_sor08b.wav
23,m,sor,PR_m_23_sor09b.wav
23,m,sor,PR_m_23_sor10b.wav
23,m,sor,PR_m_23_sor11b.wav
23,m,sor,PR_m_23_sor12b.wav
23,m,tri,PR_m_23_tri00a.wav
23,m,tri,PR_m_23_tri01b.wav
23,m,tri,PR_m_23_tri02b.wav
23,m,tri,PR_m_23_tri03b.wav
23,m,tri,PR_m_23_tri04b.wav
23,m,tri,PR_m_23_tri05b.wav
23,m,tri,PR_m_23_tri06b.wav
23,m,tri,PR_m_23_tri07b.wav
23,m,tri,PR_m_23_tri08b.wav
23,m,tri,PR_m_23_tri09b.wav
23,m,tri,PR_m_23_tri10b.wav
23,m,tri,PR_m_23_tri11b.wav
23,m,tri,PR_m_23_tri12b.wav
23,m,tri,PR_m_23_tri13b.wav
23,m,tri,PR_m_23_tri14b.wav
23,m,tri,PR_m_23_tri15b.wav
23,m,tri,PR_m_23_tri16b.wav
23,m,tri,PR_m_23_tri17b.wav
23,m,tri,PR_m_23_tri18b.wav
69,m,col,NP_m_69_col00a.wav
69,m,col,NP_m_69_col01b.wav
69,m,col,NP_m_69_col01c.wav
69,m,col,NP_m_69_col02b.wav
69,m,col,NP_m_69_col02c.wav
69,m,col,NP_m_69_col03b.wav
69,m,col,NP_m_69_col03c.wav
69,m,col,NP_m_69_col04b.wav
69,m,col,NP_m_69_col04c.wav
69,m,col,NP_m_69_col05b.wav
69,m,col,NP_m_69_col06b.wav
69,m,col,NP_m_69_col07b.wav
69,m,col,NP_m_69_col08b.wav
69,m,col,NP_m_69_col09b.wav
69,m,col,NP_m_69_col10b.wav
69,m,col,NP_m_69_col11b.wav
69,m,dis,NP_m_69_dis00a.wav
